symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
VB,Vanguard Small-Cap,146335826000.0,,,0.0,165.64,2.1310000000000002,651075,NYSE Arca,NYSE
TMUS,T-Mobile US Inc,144569106000.0,Communication Services,Telecom Services,0.34654,114.96,0.0,4204945,Nasdaq Global Select,NASDAQ
LLY,Eli Lilly and Co,139759387000.0,Healthcare,Drug Manufacturers General,0.23436,146.12,2.77,3260003,New York Stock Exchange,NYSE
AZN,Astrazeneca PLC,139108827000.0,Healthcare,Drug Manufacturers General,0.196299,53.03,1.4,5462426,New York Stock Exchange,NYSE
AMGN,Amgen Inc,138059792000.0,Healthcare,Drug Manufacturers General,0.74976,235.72,6.1,2647971,Nasdaq Global Select,NASDAQ
BMY,Bristol-Myers Squibb Co,138030678000.0,Healthcare,Drug Manufacturers General,0.64131,61.24,1.72,10027368,New York Stock Exchange,NYSE
CHL,China Mobile Limited,132096131000.0,Communication Services,Telecom Services,0.793242,32.29,2.08451,1023885,New York Stock Exchange,NYSE
BHP,BHP Billiton Limited,129943658000.0,Basic Materials,Other Industrial Metals & Mining,0.987127,51.65,2.8600000000000003,2004432,New York Stock Exchange,NYSE
MSF,Morgan Stanley Emerging Markets Fund Inc.,127276020000.0,Financial Services,Asset Management,0.761374,16.33,0.181084,34375,New York Stock Exchange,NYSE
SNY,Sanofi American Depositary Shares (Each repstg one-half of one),126524064000.0,Healthcare,Drug Manufacturers General,0.47144,50.27,3.493,1009637,New York Stock Exchange,NASDAQ
PM,Philip Morris International Inc,123446370000.0,Consumer Defensive,Tobacco,0.77449,79.27,4.65,4098371,New York Stock Exchange,NYSE
LIN,Linde PLC,122450911000.0,Basic Materials,Specialty Chemicals,0.72545,233.08,3.676,1767362,NYSE,NYSE
QQQ,PowerShares QQQ Trust Series 1,113413284000.0,,,0.0,288.51,1.629,46670351,NASDAQ Global Market,NASDAQ
VOO,Vanguard S&P 500,111153118580.0,,,0.0,318.99,5.341,3057750,NYSE Arca,NYSE
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),109431775000.0,Consumer Defensive,Beverages Alcoholic,0.841512,55.42,1.457909,1668468,New York Stock Exchange,NYSE
LMT,Lockheed Martin Corp,108042985000.0,Industrials,Aerospace & Defense,0.94496,386.5,9.4,1081889,New York Stock Exchange,NYSE
AMT,American Tower Corp,107663557000.0,Real Estate,REIT Specialty,0.28773,242.72,3.96,1743998,New York Stock Exchange,NYSE
BBL,BHP Billiton plc Sponsored ADR,106770530000.0,Basic Materials,Other Industrial Metals & Mining,0.987127,42.23,2.8600000000000003,1369575,New York Stock Exchange,NYSE
RY,Royal Bank of Canada,104650310000.0,Financial Services,Banks Diversified,0.74943,73.7,4.26,758034,New York Stock Exchange,NYSE
SBUX,Starbucks Corp,103479869000.0,Consumer Cyclical,Restaurants,0.78874,88.52,1.59,7487182,Nasdaq Global Select,NASDAQ
PDD,Pinduoduo Inc,100624867000.0,Consumer Cyclical,Internet Retail,0.0,84.02,0.0,7889010,NasdaqGS,NASDAQ
MMM,3M Co,98481971000.0,Industrials,Specialty Industrial Machinery,0.95115,170.97,4.38,2495887,New York Stock Exchange,NYSE
RDS-A,Royal Dutch Shell plc,96790667000.0,Energy,Oil & Gas Integrated,0.83588,25.27,2.52,6250693,NYSE,NYSE
RDS-B,Royal Dutch Shell plc,96790553000.0,Energy,Oil & Gas Integrated,0.83588,24.29,2.52,3482860,NYSE,NYSE
ISG,ING Group N.V. Perpetual Dent Secs 6.125%,96534790000.0,Financial Services,Banks,0.084341,24.85,0.0,0,New York Stock Exchange,NYSE
GSK,GlaxoSmithKline PLC,91265188000.0,Healthcare,Drug Manufacturers General,0.366854,36.57,2.0509999999999997,3117551,New York Stock Exchange,NYSE
HDB,HDFC Bank Limited,89685680000.0,Financial Services,Banks,0.407017,56.0,0.431963,1454996,New York Stock Exchange,NYSE
INTU,Intuit Inc,89315459000.0,Technology,Software Application,0.97966,341.15,2.06,1206484,Nasdaq Global Select,NASDAQ
STO,Statoil ASA,89219880000.0,Energy,Oil & Gas Integrated,0.980813,27.14,0.92,1792871,New York Stock Exchange,NYSE
FIS,Fidelity National Information Services Inc,89148482000.0,Technology,Information Technology Services,0.71337,143.88,1.4,3031960,New York Stock Exchange,NYSE
TI,Telecom Italia S.P.A. New,88160636127.86,Communication Services,Communication Services,0.686082,5.05,0.0,200034,New York Stock Exchange,NYSE
ISRG,Intuitive Surgical Inc,88083128000.0,Healthcare,Medical Instruments & Supplies,0.95513,752.68,0.0,617131,Nasdaq Global Select,NASDAQ
TOT,Total S.A.,87562535000.0,Energy,Oil & Gas Integrated,0.73934,33.0,3.000075,2740068,New York Stock Exchange,NYSE
SYK,Stryker Corp,84154532000.0,Healthcare,Medical Devices,0.83685,224.05,2.765,1180864,New York Stock Exchange,NYSE
MDLZ,Mondelez International Inc,82800869000.0,Consumer Defensive,Confectioners,0.5843,57.97,1.14,5932501,Nasdaq Global Select,NASDAQ
TD,Toronto-Dominion Bank,82765881000.0,Financial Services,Banks Diversified,0.72284,45.79,3.06,1532973,New York Stock Exchange,NYSE
TGT,Target Corp,82561917000.0,Consumer Defensive,Discount Stores,0.92031,164.92,2.64,3962729,New York Stock Exchange,NYSE
EL,Estee Lauder Companies Inc,80957325000.0,Consumer Defensive,Household & Personal Products,0.8313,224.13,1.39,1128064,New York Stock Exchange,NYSE
HSBC,HSBC Holdings plc.,80494649000.0,Financial Services,Banks Diversified,0.563153,19.71,2.55,3356175,New York Stock Exchange,NYSE
DEO,Diageo plc,80087695000.0,Consumer Defensive,Beverages Wineries & Distilleries,0.115044,138.52,3.6441,479645,New York Stock Exchange,NYSE
CNI,Canadian National Railway Co,79100625000.0,Industrials,Railroads,0.62822,111.8,2.225,748154,New York Stock Exchange,NYSE
BTI,British American Tobacco Industries p.l.c. ADR,78254359000.0,Consumer Defensive,Tobacco,0.58407,34.07,2.6674029999999997,2419912,New York Stock Exchange,NYSE
TWX,Time Warner Inc.,78237810000.0,Consumer Cyclical,Entertainment,0.887957,98.91,1.61,4848309,New York Stock Exchange,NYSE
CVS,CVS Health Corp,77985432000.0,Healthcare,Health Care Plans,0.66799,59.59,2.0,7455078,New York Stock Exchange,NYSE
GILD,Gilead Sciences Inc,77730644000.0,Healthcare,Drug Manufacturers General,0.52957,62.0,2.62,8976343,Nasdaq Global Select,NASDAQ
ZTS,Zoetis Inc,77709967000.0,Healthcare,Drug Manufacturers General Specialty & Generic,0.72046,163.55,0.728,1548448,New York Stock Exchange,NYSE
PLD,Prologis Inc,77023953000.0,Real Estate,REIT Industrial,0.90924,104.26,2.22,2526682,New York Stock Exchange,NYSE
DE,Deere & Co,75228807000.0,Industrials,Farm & Heavy Construction Machinery,0.9581,240.06,3.04,1594214,New York Stock Exchange,NYSE
RIO,Rio Tinto Plc,74864337000.0,Basic Materials,Other Industrial Metals & Mining,0.81979,60.05,3.8600000000000003,2012690,New York Stock Exchange,NYSE
ANTM,Anthem Inc,74664583000.0,Healthcare,Health Care Plans,0.99486,296.87,3.5,1128846,New York Stock Exchange,NYSE
MO,Altria Group Inc,73462546000.0,Consumer Defensive,Tobacco,0.51062,39.53,4.16,7658381,New York Stock Exchange,NYSE
EQIX,Equinix Inc,72412258000.0,Real Estate,REIT Specialty,0.38219,817.69,10.04,347443,Nasdaq Global Select,NASDAQ
VEA,Vanguard FTSE Developed Markets,72401444965.0,,,0.0,41.56,1.044,8724287,NYSE Arca,NYSE
AET,Aetna Inc.,71120500000.0,Healthcare,Health Care Plans,0.681521,212.3,2.0,2107092,New York Stock Exchange,NYSE
