symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
ABBV,Abbvie Inc,152251875000,Healthcare,Drug Manufacturers General,0.68081,86.27,4.5,6980450,New York Stock Exchange,NYSE
UPS,United Parcel Service Inc,150607135000,Industrials,Integrated Freight & Logistics,1.01528,174.44,3.94,4195034,New York Stock Exchange,NYSE
NEE,Nextera Energy Inc,149636432000,Utilities,Utilities Regulated Electric,0.20584,305.6,5.3,1755778,New York Stock Exchange,NYSE
MDT,Medtronic PLC,148059865000,Healthcare,Medical Devices,0.64621,110.13,2.2,4439085,New York Stock Exchange,NYSE
VB,Vanguard Small-Cap,146335826000,,,0.0,165.64,2.1310000000000002,651075,NYSE Arca,NYSE
ACN,Accenture PLC,146288804000,Technology,Information Technology Services,1.05008,230.05,3.2,1789970,New York Stock Exchange,NYSE
QCOM,Qualcomm Inc,145580671000,Technology,Semiconductors,1.37309,129.03,2.54,9320487,Nasdaq Global Select,NASDAQ
XOM,Exxon Mobil Corp,144182641000,Energy,Oil & Gas Integrated,1.27499,34.1,3.48,24477031,New York Stock Exchange,NYSE
UNP,Union Pacific Corp,142454358000,Industrials,Railroads,1.07072,209.85,3.88,2559710,New York Stock Exchange,NYSE
CVX,Chevron Corp,140313985000,Energy,Oil & Gas Integrated,1.21033,72.89,4.96,10482178,New York Stock Exchange,NYSE
TXN,Texas Instruments Inc,140249334000,Technology,Semiconductors,1.10472,153.12,3.47,4200346,Nasdaq Global Select,NASDAQ
LLY,Eli Lilly and Co,139759387000,Healthcare,Drug Manufacturers General,0.23436,146.12,2.77,3260003,New York Stock Exchange,NYSE
AZN,Astrazeneca PLC,139108827000,Healthcare,Drug Manufacturers General,0.196299,53.03,1.4,5462426,New York Stock Exchange,NYSE
AMGN,Amgen Inc,138059792000,Healthcare,Drug Manufacturers General,0.74976,235.72,6.1,2647971,Nasdaq Global Select,NASDAQ
BMY,Bristol-Myers Squibb Co,138030678000,Healthcare,Drug Manufacturers General,0.64131,61.24,1.72,10027368,New York Stock Exchange,NYSE
LOW,Lowe`s Companies Inc,134294282000,Consumer Cyclical,Home Improvement Retail,1.49243,177.7,2.2,3767928,New York Stock Exchange,NYSE
CHL,China Mobile Limited,132096131000,Communication Services,Telecom Services,0.793242,32.29,2.08451,1023885,New York Stock Exchange,NYSE
UTX,United Technologies Corporation,130414379000,Industrials,Aerospace & Defense,1.225969,86.01,2.9450000000000003,27096280,New York Stock Exchange,NYSE
BHP,BHP Billiton Limited,129943658000,Basic Materials,Other Industrial Metals & Mining,0.987127,51.65,2.8600000000000003,2004432,New York Stock Exchange,NYSE
SNY,Sanofi American Depositary Shares (Each repstg one-half of one),126524064000,Healthcare,Drug Manufacturers General,0.47144,50.27,3.493,1009637,New York Stock Exchange,NASDAQ
PM,Philip Morris International Inc,123446370000,Consumer Defensive,Tobacco,0.77449,79.27,4.65,4098371,New York Stock Exchange,NYSE
HON,Honeywell International Inc,122713768000,Industrials,Specialty Industrial Machinery,1.028,174.86,3.52,3124695,New York Stock Exchange,NYSE
LIN,Linde PLC,122450911000,Basic Materials,Specialty Chemicals,0.72545,233.08,3.676,1767362,NYSE,NYSE
QQQ,PowerShares QQQ Trust Series 1,113413284000,,,0.0,288.51,1.629,46670351,NASDAQ Global Market,NASDAQ
IBM,International Business Machines Corp,112150618000,Technology,Software Application,1.2456,125.93,6.49,4550117,New York Stock Exchange,NYSE
VOO,Vanguard S&P 500,111153118580,,,0.0,318.99,5.341,3057750,NYSE Arca,NYSE
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),109431775000,Consumer Defensive,Beverages Alcoholic,0.841512,55.42,1.457909,1668468,New York Stock Exchange,NYSE
LMT,Lockheed Martin Corp,108042985000,Industrials,Aerospace & Defense,0.94496,386.5,9.4,1081889,New York Stock Exchange,NYSE
AMT,American Tower Corp,107663557000,Real Estate,REIT Specialty,0.28773,242.72,3.96,1743998,New York Stock Exchange,NYSE
BBL,BHP Billiton plc Sponsored ADR,106770530000,Basic Materials,Other Industrial Metals & Mining,0.987127,42.23,2.8600000000000003,1369575,New York Stock Exchange,NYSE
PTR,PetroChina Company Limited,104795333000,Energy,Oil & Gas Integrated,1.292839,28.32,2.024,145529,New York Stock Exchange,NYSE
RY,Royal Bank of Canada,104650310000,Financial Services,Banks Diversified,0.74943,73.7,4.26,758034,New York Stock Exchange,NYSE
SBUX,Starbucks Corp,103479869000,Consumer Cyclical,Restaurants,0.78874,88.52,1.59,7487182,Nasdaq Global Select,NASDAQ
BLK,BlackRock Inc,100247822000,Financial Services,Asset Management,1.19629,657.38,13.86,615520,New York Stock Exchange,NYSE
MMM,3M Co,98481971000,Industrials,Specialty Industrial Machinery,0.95115,170.97,4.38,2495887,New York Stock Exchange,NYSE
RDS-A,Royal Dutch Shell plc,96790667000,Energy,Oil & Gas Integrated,0.83588,25.27,2.52,6250693,NYSE,NYSE
RDS-B,Royal Dutch Shell plc,96790553000,Energy,Oil & Gas Integrated,0.83588,24.29,2.52,3482860,NYSE,NYSE
WFC,Wells Fargo & Co,94469407000,Financial Services,Banks Diversified,1.10183,22.86,2.04,40599493,New York Stock Exchange,NYSE
BA,Boeing Co,94460551000,Industrials,Aerospace & Defense,1.36106,167.35,6.165,26321873,New York Stock Exchange,NYSE
RTX,Raytheon Technologies Corp,94333010000,Industrials,Aerospace & Defense,1.33,61.75,2.68,8104903,NYSE,NYSE
CAT,Caterpillar Inc,91379311000,Industrials,Farm & Heavy Construction Machinery,1.0205,168.75,4.12,3116940,New York Stock Exchange,NYSE
GSK,GlaxoSmithKline PLC,91265188000,Healthcare,Drug Manufacturers General,0.366854,36.57,2.0509999999999997,3117551,New York Stock Exchange,NYSE
MS,Morgan Stanley,90656612000,Financial Services,Capital Markets,1.47142,51.85,1.4,10603950,New York Stock Exchange,NYSE
C,Citigroup Inc,89921577000,Financial Services,Banks Diversified,1.81057,43.19,2.04,23750560,New York Stock Exchange,NYSE
INTU,Intuit Inc,89315459000,Technology,Software Application,0.97966,341.15,2.06,1206484,Nasdaq Global Select,NASDAQ
FIS,Fidelity National Information Services Inc,89148482000,Technology,Information Technology Services,0.71337,143.88,1.4,3031960,New York Stock Exchange,NYSE
TOT,Total S.A.,87562535000,Energy,Oil & Gas Integrated,0.73934,33.0,3.000075,2740068,New York Stock Exchange,NYSE
AXP,American Express Co,84469449000,Financial Services,Credit Services,1.20338,104.91,1.68,3888609,New York Stock Exchange,NYSE
SYK,Stryker Corp,84154532000,Healthcare,Medical Devices,0.83685,224.05,2.765,1180864,New York Stock Exchange,NYSE
SPGI,S&P Global Inc,83908977000,Financial Services,Financial Data & Stock Exchanges,1.00195,348.17,2.48,793789,New York Stock Exchange,NYSE
MDLZ,Mondelez International Inc,82800869000,Consumer Defensive,Confectioners,0.5843,57.97,1.14,5932501,Nasdaq Global Select,NASDAQ
TD,Toronto-Dominion Bank,82765881000,Financial Services,Banks Diversified,0.72284,45.79,3.06,1532973,New York Stock Exchange,NYSE
TGT,Target Corp,82561917000,Consumer Defensive,Discount Stores,0.92031,164.92,2.64,3962729,New York Stock Exchange,NYSE
EL,Estee Lauder Companies Inc,80957325000,Consumer Defensive,Household & Personal Products,0.8313,224.13,1.39,1128064,New York Stock Exchange,NYSE
HSBC,HSBC Holdings plc.,80494649000,Financial Services,Banks Diversified,0.563153,19.71,2.55,3356175,New York Stock Exchange,NYSE
DEO,Diageo plc,80087695000,Consumer Defensive,Beverages Wineries & Distilleries,0.115044,138.52,3.6441,479645,New York Stock Exchange,NYSE
CNI,Canadian National Railway Co,79100625000,Industrials,Railroads,0.62822,111.8,2.225,748154,New York Stock Exchange,NYSE
BTI,British American Tobacco Industries p.l.c. ADR,78254359000,Consumer Defensive,Tobacco,0.58407,34.07,2.6674029999999997,2419912,New York Stock Exchange,NYSE
TWX,Time Warner Inc.,78237810000,Consumer Cyclical,Entertainment,0.887957,98.91,1.61,4848309,New York Stock Exchange,NYSE
CVS,CVS Health Corp,77985432000,Healthcare,Health Care Plans,0.66799,59.59,2.0,7455078,New York Stock Exchange,NYSE
GILD,Gilead Sciences Inc,77730644000,Healthcare,Drug Manufacturers General,0.52957,62.0,2.62,8976343,Nasdaq Global Select,NASDAQ
PLD,Prologis Inc,77023953000,Real Estate,REIT Industrial,0.90924,104.26,2.22,2526682,New York Stock Exchange,NYSE
DE,Deere & Co,75228807000,Industrials,Farm & Heavy Construction Machinery,0.9581,240.06,3.04,1594214,New York Stock Exchange,NYSE
RIO,Rio Tinto Plc,74864337000,Basic Materials,Other Industrial Metals & Mining,0.81979,60.05,3.8600000000000003,2012690,New York Stock Exchange,NYSE
ANTM,Anthem Inc,74664583000,Healthcare,Health Care Plans,0.99486,296.87,3.5,1128846,New York Stock Exchange,NYSE
FDX,FedEx Corp,74541990000,Industrials,Integrated Freight & Logistics,1.42156,283.87,2.6,3325285,New York Stock Exchange,NYSE
MO,Altria Group Inc,73462546000,Consumer Defensive,Tobacco,0.51062,39.53,4.16,7658381,New York Stock Exchange,NYSE
