symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName
AVGO,Broadcom Inc,150765617000.0,Technology,Semiconductors,0.98823,372.72,12.4,1858666,Nasdaq Global Select,NASDAQ
ABBV,Abbvie Inc,148845756000.0,Healthcare,Drug Manufacturers General,0.67286,84.34,4.5,7143389,New York Stock Exchange,NYSE
UPS,United Parcel Service Inc,148414153000.0,Industrials,Integrated Freight & Logistics,1.01514,171.9,3.94,4223823,New York Stock Exchange,NYSE
XOM,Exxon Mobil Corp,144436330000.0,Energy,Oil & Gas Integrated,1.28061,34.16,3.48,24690675,New York Stock Exchange,NYSE
CVX,Chevron Corp,139697979000.0,Energy,Oil & Gas Integrated,1.21133,72.57,4.96,10248750,New York Stock Exchange,NYSE
TXN,Texas Instruments Inc,137654583000.0,Technology,Semiconductors,1.1028,149.96,3.47,4054578,Nasdaq Global Select,NASDAQ
AZN,Astrazeneca PLC,137184313000.0,Healthcare,Drug Manufacturers General,0.196299,52.0,1.4,4435401,New York Stock Exchange,NYSE
BMY,Bristol-Myers Squibb Co,135528808000.0,Healthcare,Drug Manufacturers General,0.63854,60.13,1.72,10013846,New York Stock Exchange,NYSE
CHL,China Mobile Limited,134273614000.0,Communication Services,Telecom Services,0.793242,32.87,2.08451,1018629,New York Stock Exchange,NYSE
AMGN,Amgen Inc,133046256000.0,Healthcare,Drug Manufacturers General,0.73743,227.16,6.1,2667763,Nasdaq Global Select,NASDAQ
UTX,United Technologies Corporation,130414379000.0,Industrials,Aerospace & Defense,1.225969,86.01,2.9450000000000003,27096280,New York Stock Exchange,NYSE
BHP,BHP Billiton Limited,130233049000.0,Basic Materials,Other Industrial Metals & Mining,0.987127,51.39,2.8600000000000003,1980953,New York Stock Exchange,NYSE
UNP,Union Pacific Corp,127716762000.0,Industrials,Railroads,1.08103,188.14,3.88,2633132,New York Stock Exchange,NYSE
VSM,Versum Materials Inc.,127249113000.0,Basic Materials,Chemicals,2.123759,10.31,0.32,563336,New York Stock Exchange,NYSE
SNY,Sanofi American Depositary Shares (Each repstg one-half of one),124207030000.0,Healthcare,Drug Manufacturers General,0.47144,49.33,3.493,1018790,New York Stock Exchange,NASDAQ
HON,Honeywell International Inc,123190977000.0,Industrials,Specialty Industrial Machinery,1.0293,175.54,3.52,3050840,New York Stock Exchange,NYSE
PM,Philip Morris International Inc,115940237000.0,Consumer Defensive,Tobacco,0.77777,74.45,4.65,4171753,New York Stock Exchange,NYSE
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),112972005000.0,Consumer Defensive,Beverages Alcoholic,0.841512,57.59,1.457909,1632821,New York Stock Exchange,NYSE
PTR,PetroChina Company Limited,110236549000.0,Energy,Oil & Gas Integrated,1.292839,29.61,2.024,137838,New York Stock Exchange,NYSE
BBL,BHP Billiton plc Sponsored ADR,105679577000.0,Basic Materials,Other Industrial Metals & Mining,0.987127,41.94,2.8600000000000003,1334563,New York Stock Exchange,NYSE
LMT,Lockheed Martin Corp,104640963000.0,Industrials,Aerospace & Defense,0.95212,374.33,9.4,1071755,New York Stock Exchange,NYSE
RY,Royal Bank of Canada,104110195000.0,Financial Services,Banks Diversified,0.74927,73.3,4.26,797887,New York Stock Exchange,NYSE
IBM,International Business Machines Corp,103307166000.0,Technology,Software Application,1.24146,116.0,6.49,4681698,New York Stock Exchange,NYSE
MMM,3M Co,97808032000.0,Industrials,Specialty Industrial Machinery,0.95685,169.8,4.38,2464416,New York Stock Exchange,NYSE
BLK,BlackRock Inc,97187226000.0,Financial Services,Asset Management,1.21429,637.31,13.86,613664,New York Stock Exchange,NYSE
RDS-A,Royal Dutch Shell plc,96325616000.0,Energy,Oil & Gas Integrated,0.83588,25.61,2.52,6175953,NYSE,NYSE
WFC,Wells Fargo & Co,96205070000.0,Financial Services,Banks Diversified,1.06758,23.28,1.63,39907878,New York Stock Exchange,NYSE
RDS-B,Royal Dutch Shell plc,96032973000.0,Energy,Oil & Gas Integrated,0.83588,24.36,2.52,3457412,NYSE,NYSE
RTX,Raytheon Technologies Corp,95585690000.0,Industrials,Aerospace & Defense,1.3413,62.57,2.68,8063601,NYSE,NYSE
BA,Boeing Co,94466187000.0,Industrials,Aerospace & Defense,1.35559,167.36,6.165,25281295,New York Stock Exchange,NYSE
C,Citigroup Inc,91503903000.0,Financial Services,Banks Diversified,1.80355,43.95,2.04,23721461,New York Stock Exchange,NYSE
CAT,Caterpillar Inc,91292664000.0,Industrials,Farm & Heavy Construction Machinery,1.03011,168.59,4.12,3111467,New York Stock Exchange,NYSE
MS,Morgan Stanley,90691584000.0,Financial Services,Capital Markets,1.48342,51.87,1.4,10744392,New York Stock Exchange,NYSE
STO,Statoil ASA,89219880000.0,Energy,Oil & Gas Integrated,0.980813,27.14,0.92,1792871,New York Stock Exchange,NYSE
GSK,GlaxoSmithKline PLC,87807525000.0,Healthcare,Drug Manufacturers General,0.366854,35.29,2.0509999999999997,3308495,New York Stock Exchange,NYSE
TOT,Total S.A.,86181855000.0,Energy,Oil & Gas Integrated,0.73934,32.87,3.000075,2784847,New York Stock Exchange,NYSE
HSBC,HSBC Holdings plc.,84982432000.0,Financial Services,Banks Diversified,0.563153,20.88,2.55,3326100,New York Stock Exchange,NYSE
TD,Toronto-Dominion Bank,83383804000.0,Financial Services,Banks Diversified,0.71938,46.06,3.06,1535533,New York Stock Exchange,NYSE
MDLZ,Mondelez International Inc,80858325000.0,Consumer Defensive,Confectioners,0.58393,56.61,1.14,5845581,Nasdaq Global Select,NASDAQ
DEO,Diageo plc,80242098000.0,Consumer Defensive,Beverages Wineries & Distilleries,0.115044,138.48,3.6441,490132,New York Stock Exchange,NYSE
CVS,CVS Health Corp,78849180000.0,Healthcare,Health Care Plans,0.66985,60.25,2.0,7482110,New York Stock Exchange,NYSE
BTI,British American Tobacco Industries p.l.c. ADR,77018440000.0,Consumer Defensive,Tobacco,0.58407,33.64,2.6674029999999997,2368558,New York Stock Exchange,NYSE
PLD,Prologis Inc,76270404000.0,Real Estate,REIT Industrial,0.90519,103.24,2.22,2456167,New York Stock Exchange,NYSE
GILD,Gilead Sciences Inc,76213641000.0,Healthcare,Drug Manufacturers General,0.52052,60.79,2.62,9212812,Nasdaq Global Select,NASDAQ
CNI,Canadian National Railway Co,74525729000.0,Industrials,Railroads,0.63292,105.07,2.225,748700,New York Stock Exchange,NYSE
RIO,Rio Tinto Plc,74303316000.0,Basic Materials,Other Industrial Metals & Mining,0.81979,59.6,3.8600000000000003,2001741,New York Stock Exchange,NYSE
BBT,BB&T Corporation,72754282000.0,Financial Services,Banks,1.138806,54.24,1.72,6129001,New York Stock Exchange,NYSE
MO,Altria Group Inc,72626274000.0,Consumer Defensive,Tobacco,0.50212,39.08,4.16,7622832,New York Stock Exchange,NYSE
VEA,Vanguard FTSE Developed Markets,72401444965.0,,,0.0,41.74,1.044,8715203,NYSE Arca,NYSE
SNP,China Petroleum & Chemical Corporation,70806176000.0,Energy,Oil & Gas Integrated,1.644408,41.0,4.37,151846,New York Stock Exchange,NYSE
DWDP,DowDuPont Inc.,70634327500.0,Basic Materials,Chemicals,0.971702,30.51,1.52,8708315,New York Stock Exchange,NYSE
GS,Goldman Sachs Group Inc,70549340000.0,Financial Services,Capital Markets,1.40616,205.04,5.0,3191861,New York Stock Exchange,NYSE
CCI,Crown Castle International Corp,68300571000.0,Real Estate,REIT Specialty,0.27243,158.47,4.725,1816950,New York Stock Exchange,NYSE
DUK,Duke Energy Corp,68233380000.0,Utilities,Utilities Regulated Electric,0.26188,92.78,3.78,3457907,New York Stock Exchange,NYSE
D,Dominion Energy Inc,68168634000.0,Utilities,Utilities Diversified,0.389,81.14,3.715,3480267,New York Stock Exchange,NYSE
CL,Colgate-Palmolive Co,68026114000.0,Consumer Defensive,Household & Personal Products,0.57641,79.34,1.73,3109124,New York Stock Exchange,NYSE
AGG,iShares Core U.S. Aggregate Bond,67263324000.0,,,0.0,117.47,2.8169999999999997,6104584,NYSE Arca,NYSE
ITW,Illinois Tool Works Inc,65350894000.0,Industrials,Specialty Industrial Machinery,1.15622,206.7,4.21,900161,New York Stock Exchange,NYSE
BDXA,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.125% Mandatory Convertible Preferred Stock Series A $1.00 par,64578707000.0,Healthcare,Medical Instruments & Equipment,1.115472,59.24,3.8288,0,New York Stock Exchange,NYSE
VWO,Vanguard FTSE Emerging Markets,64325923000.0,,,0.0,45.36,1.306,10818147,NYSE Arca,NYSE
SO,Southern Co,64265507000.0,Utilities,Utilities Regulated Electric,0.41442,60.85,2.5,3892286,New York Stock Exchange,NYSE
INFY,Infosys Limited American Depositary Shares,64215618000.0,Technology,Information Technology Services,0.017042,15.22,0.390279,9616573,New York Stock Exchange,NYSE
ADP,Automatic Data Processing Inc,64133026000.0,Industrials,Staffing & Employment Services,0.76474,149.2,3.4,2232964,Nasdaq Global Select,NASDAQ
IEMG,iShares Core MSCI Emerging Markets,63777333000.0,,,0.0,55.42,1.637,11268864,NYSE Arca,NYSE
USB,U.S. Bancorp,61248598000.0,Financial Services,Banks Regional,1.15519,40.66,1.68,6211675,New York Stock Exchange,NYSE
RXD,ProShares UltraShort Health Care,61092610000.0,,,0.0,10.9282,0.25,4640,NYSE Arca,NYSE
EFA,iShares MSCI EAFE,60977234000.0,,,0.0,64.98,1.634,21092323,NYSE Arca,NYSE
TFC,Truist Financial Corp,59236393000.0,Financial Services,Banks Regional,1.148409,43.94,1.8,4961555,NYSE,NYSE
NTES,NetEase Inc.,58903298000.0,Communication Services,Internet Content & Information,0.806913,85.87,10.809999999999999,2428992,Nasdaq Global Select,NASDAQ
ENB,Enbridge Inc,58708177000.0,Energy,Oil & Gas Midstream,0.91188,28.92,3.096,2845532,New York Stock Exchange,NYSE
CB,Chubb Ltd,58235245000.0,Financial Services,Insurance Property & Casualty,0.65361,129.02,3.0,1704761,New York Stock Exchange,NYSE
VALE,VALE S.A. American Depositary Shares Each Representing one,58019283000.0,Basic Materials,Metals & Mining,1.141854,11.31,0.347,28974990,New York Stock Exchange,NYSE
PGR,Progressive Corp,55409476000.0,Financial Services,Insurance Property & Casualty,0.52532,94.62,2.65,2131013,New York Stock Exchange,NYSE
ABB,ABB Ltd,55119667000.0,Technology,Computer Hardware,1.175382,26.13,1.5710000000000002,1492760,New York Stock Exchange,NYSE
BP,BP p.l.c.,53430284000.0,Energy,Oil & Gas Integrated,0.570394,16.05,2.1900000000000004,12995261,New York Stock Exchange,NYSE
GM,General Motors Co,52707418000.0,Consumer Cyclical,Auto Manufacturers,1.4494,36.83,1.14,14668921,New York Stock Exchange,NYSE
BNS,Bank of Nova Scotia,52642570000.0,Financial Services,Banks Diversified,0.83315,43.53,3.6,1127007,New York Stock Exchange,NYSE
AEH,AEGON N.V. Perp. Cap Secs.,52474614000.0,Financial Services,Insurance,0.057383,25.67,1.6,47900,New York Stock Exchange,NYSE
MUFG,"Mitsubishi UFJ Financial Group, Inc.",52186358000.0,Financial Services,Banks Diversified,1.502834,4.09,0.230723,1061940,NYSE,NYSE
TAK,Takeda Pharmaceutical Company Limited,52146135000.0,Healthcare,Drug Manufacturers General Specialty & Generic,1.110217,16.66,0.830171,1111456,NYSE,NYSE
PNC,PNC Financial Services Group Inc,48679440000.0,Financial Services,Banks Regional,1.26873,114.81,4.6,1965387,New York Stock Exchange,NYSE
WBK,Westpac Banking Corporation,48633008000.0,Financial Services,Banks Diversified,0.623491,13.48,1.2120000000000002,207064,New York Stock Exchange,NYSE
PBR-A,Petroleo Brasileiro S.A. - Petrobras,47558283000.0,Energy,Oil & Gas Integrated,1.971428,7.34,0.386911,6057656,NYSE,NYSE
PX,Praxair Inc.,47511600000.0,Basic Materials,Chemicals,0.938104,164.4,3.3,1701785,New York Stock Exchange,NYSE
PBR,Petroleo Brasileiro S.A.- Petrobras,47428694000.0,Energy,Oil & Gas Integrated,1.971428,7.32,0.37872,20163815,New York Stock Exchange,NYSE
KMB,Kimberly-Clark Corp,46682518000.0,Consumer Defensive,Household & Personal Products,0.48212,136.88,4.16,1541967,New York Stock Exchange,NYSE
EQNR,Equinor ASA,45966914000.0,Energy,Oil & Gas Integrated,0.790828,14.17,1.41,3505526,NYSE,NYSE
VTV,Vanguard Value,45942141000.0,,,0.0,108.29,3.102,1879356,NYSE Arca,NYSE
AEP,American Electric Power Company Inc,45586723000.0,Utilities,Utilities Regulated Electric,0.35667,91.88,2.77,3025801,New York Stock Exchange,NYSE
PHG,Koninklijke Philips N.V. NY Registry Shares,45504025000.0,Healthcare,Diagnostics & Research,1.097345,50.1,1.895603,528229,New York Stock Exchange,NYSE
UBS,UBS Group AG,44785492000.0,Financial Services,Banks Diversified,1.45905,12.44,0.33394,2511876,New York Stock Exchange,NYSE
ETN,Eaton Corporation PLC,43934978000.0,Industrials,Specialty Industrial Machinery,1.13652,109.81,2.88,1472461,New York Stock Exchange,NYSE
DD,Dupont De Nemours Inc,43897590000.0,Basic Materials,Chemicals,1.034569,59.82,1.2,4175021,NYSE,NYSE
AMOV,America Movil S.A.B. de C.V. Class An Depositary Shares,43863822000.0,Communication Services,Telecom Services,0.441604,13.04,0.533585,4946,New York Stock Exchange,NYSE
NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,42941174000.0,Utilities,Utilities Diversified,0.088495,61.69,3.08,335753,New York Stock Exchange,NYSE
AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,42930459000.0,Communication Services,Telecom Services,0.441604,12.88,0.5410809999999999,2547984,New York Stock Exchange,NYSE
HMC,Honda Motor Company Ltd.,42550551000.0,Consumer Cyclical,Auto Manufacturers,1.277732,24.79,1.0376349999999999,641686,New York Stock Exchange,NYSE
DLR,Digital Realty Trust Inc,42540302000.0,Real Estate,REIT Office,0.19104,152.6,4.36,1407875,New York Stock Exchange,NYSE
CEO,CNOOC Limited,42282467000.0,Energy,Oil & Gas E&P,1.116653,97.86,10.011,130923,New York Stock Exchange,NYSE
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),42096128000.0,Financial Services,Banks Regional,1.017543,4.49,0.29600000000000004,28459726,New York Stock Exchange,NYSE
EMR,Emerson Electric Co,41843388000.0,Industrials,Specialty Industrial Machinery,1.53637,70.02,1.99,2508821,New York Stock Exchange,NYSE
PSA,Public Storage,41204564000.0,Real Estate,REIT Industrial,0.1098,235.72,8.0,755946,New York Stock Exchange,NYSE
EXC,Exelon Corp,41124069000.0,Utilities,Utilities Diversified,0.50123,42.2,1.49,5758758,New York Stock Exchange,NASDAQ
KDP,Keurig Dr Pepper Inc,41104310000.0,Consumer Defensive,Beverages Non-Alcoholic,0.6037,29.21,0.6,5325204,NYSE,NYSE
BMO,Bank of Montreal,41099690000.0,Financial Services,Banks Diversified,1.07299,63.99,4.18,546676,New York Stock Exchange,NYSE
TRI,Thomson Reuters Corp,40671785000.0,Industrials,Consulting Services,0.35898,81.95,1.95168,437446,New York Stock Exchange,NYSE
RELX,RELX PLC PLC American Depositary Shares (Each representing One),40656364000.0,Communication Services,Publishing,0.057119,21.4,0.567086,784826,New York Stock Exchange,NYSE
GD,General Dynamics Corp,40371331000.0,Industrials,Aerospace & Defense,0.9996,140.7,4.16,1196190,New York Stock Exchange,NYSE
SCCO,Southern Copper Corp,40161145000.0,Basic Materials,Copper,1.22095,51.95,1.4,762933,New York Stock Exchange,NYSE
TRP,TC Energy Corp,39596265000.0,Energy,Oil & Gas Midstream,0.68352,42.18,3.87,1286635,New York Stock Exchange,NYSE
LQD,iShares iBoxx $ Investment Grade Corporate Bond,39510970000.0,,,0.0,134.62,3.955,11290626,NYSE Arca,NYSE
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),39193465000.0,Financial Services,Banks Diversified,1.288259,5.74,0.350862,1117518,New York Stock Exchange,NYSE
ABEV,Ambev S.A. American Depositary Shares (Each representing 1),38754148000.0,Consumer Defensive,Beverages Brewers,0.563909,2.51,0.117,23525920,New York Stock Exchange,NYSE
SRE,Sempra Energy,38720344000.0,Utilities,Utilities Diversified,0.72583,133.86,3.9475,1326853,New York Stock Exchange,NYSE
LVS,Las Vegas Sands Corp,38709535000.0,Consumer Cyclical,Resorts & Casinos,1.35384,50.68,2.33,5922178,New York Stock Exchange,NYSE
BCE,BCE Inc,38695039000.0,Communication Services,Telecom Services,0.28274,42.79,3.21,931098,New York Stock Exchange,NYSE
EPD,Enterprise Products Partners LP,38484173000.0,Energy,Oil & Gas Midstream,1.36465,17.63,1.7725,7571435,New York Stock Exchange,NYSE
KHC,Kraft Heinz Co,38352335000.0,Consumer Defensive,Consumer Packaged Goods,1.04535,31.37,1.6,6069124,Nasdaq Global Select,NASDAQ
VOD,Vodafone Group Plc,38347448000.0,Communication Services,Telecom Services,0.558326,14.84,0.984,3903996,Nasdaq Global Select,NASDAQ
BND,Vanguard Total Bond Market,37951686021.0,,,0.0,87.7,2.132,4942207,NYSE Arca,NASDAQ
BX,Blackstone Group Inc,37798478000.0,Financial Services,Asset Management,1.30381,54.64,1.97,2777852,New York Stock Exchange,NYSE
GIS,General Mills Inc,37768217000.0,Consumer Defensive,Packaged Foods,0.57934,61.78,1.96,3015950,New York Stock Exchange,NYSE
IWD,iShares Russell 1000 Value,37677199000.0,,,0.0,123.37,3.465,2121272,NYSE Arca,NYSE
XEL,Xcel Energy Inc,37546193000.0,Utilities,Utilities Regulated Electric,0.32244,71.47,1.645,2241478,Nasdaq Global Select,NASDAQ
MET,MetLife Inc,37159682000.0,Financial Services,Insurance Life,1.30224,40.94,1.78,5367730,New York Stock Exchange,NYSE
PUK,Prudential Public Limited Company,36549583000.0,Financial Services,Insurance Life,1.040225,28.04,5.8340000000000005,247546,New York Stock Exchange,NYSE
DOW,Dow Inc,35966603000.0,Basic Materials,Chemicals,0.0,48.53,2.8,4276335,NYSE,NYSE
COF,Capital One Financial Corp,35613041000.0,Financial Services,Credit Services,1.74964,77.99,1.6,2875749,New York Stock Exchange,NYSE
EEM,iShares MSCI Emerging Index Fund,34851168000.0,,,0.0,46.32,1.159,39156683,NYSE Arca,NYSE
COP,ConocoPhillips,34751418000.0,Energy,Oil & Gas E&P,1.681,32.54,1.565,7942050,New York Stock Exchange,NYSE
CM,Canadian Imperial Bank of Commerce,34748944000.0,Financial Services,Banks Diversified,1.03209,78.03,5.8,353476,New York Stock Exchange,NYSE
SAN,Banco Santander S.A. Sponsored ADR (Spain),34204143600.0,Financial Services,Banks Diversified,1.444891,2.08,0.249,8599449,New York Stock Exchange,NYSE
TROW,T. Rowe Price Group Inc,33616627700.0,Financial Services,Asset Management,1.19228,148.1,3.32,1064227,Nasdaq Global Select,NASDAQ
BBD,Banco Bradesco Sa American Depositary Shares,33507719200.0,Financial Services,Banks Regional,1.213032,4.0,0.459475,20197464,New York Stock Exchange,NYSE
CMI,Cummins Inc,33416124400.0,Industrials,Specialty Industrial Machinery,1.22898,226.28,5.244,952983,New York Stock Exchange,NYSE
BK,Bank of New York Mellon Corp,33380741100.0,Financial Services,Asset Management,1.04813,37.67,1.24,4750804,New York Stock Exchange,NYSE
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one),33354491900.0,Financial Services,Banks Regional,1.213032,3.56,0.39159200000000005,16803,New York Stock Exchange,NYSE
JCI,Johnson Controls International PLC,33035733000.0,Industrials,Engineering & Construction,1.0851,44.4,1.04,4592763,New York Stock Exchange,NYSE
SYY,Sysco Corp,32989227000.0,Consumer Defensive,Food Distribution,1.20555,64.8,1.68,2886601,New York Stock Exchange,NYSE
WBA,Walgreens Boots Alliance Inc,32939446300.0,Healthcare,Pharmaceutical Retailers,0.44687,38.04,1.83,6546350,Nasdaq Global Select,NASDAQ
RTN,Raytheon Company,32566458400.0,Industrials,Aerospace & Defense,0.887015,116.96,3.77,9360245,New York Stock Exchange,NYSE
F,Ford Motor Co,32463661100.0,Consumer Cyclical,Auto Manufacturers,1.34481,8.16,0.45,59265287,New York Stock Exchange,NYSE
WEC,WEC Energy Group Inc,32224841700.0,Utilities,Utilities Regulated Electric,0.21459,102.16,2.445,1129944,New York Stock Exchange,NYSE
TRV,Travelers Companies Inc,31909335000.0,Financial Services,Insurance Property & Casualty,0.82038,125.97,3.28,1399921,New York Stock Exchange,NYSE
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),31851687900.0,Financial Services,Banks Regional,1.065164,2.53,0.137677,331424,New York Stock Exchange,NYSE
ES,Eversource Energy,31657914400.0,Utilities,Utilities Regulated Electric,0.37817,91.97,2.205,1325912,New York Stock Exchange,NYSE
STI,SunTrust Banks Inc.,31140524000.0,Financial Services,Banks,1.544014,70.13,2.62,18924348,New York Stock Exchange,NYSE
PEG,Public Service Enterprise Group Inc,30810654700.0,Utilities,Utilities Diversified,0.60907,60.92,1.92,2031761,New York Stock Exchange,NYSE
PAYX,Paychex Inc,30568284200.0,Industrials,Staffing & Employment Services,0.89891,85.03,2.48,1666501,Nasdaq Global Select,NASDAQ
HSY,Hershey Co,30441938900.0,Consumer Defensive,Confectioners,0.25674,146.34,3.092,796484,New York Stock Exchange,NYSE
ING,ING Group N.V.,30270216200.0,Financial Services,Banks Diversified,1.448913,7.73,0.76342,3943086,New York Stock Exchange,NYSE
ORAN,Orange,30113138700.0,Communication Services,Telecom Services,0.404666,11.35,0.557104,450184,New York Stock Exchange,NYSE
VNQ,Vanguard Real Estate,29747744800.0,,,0.0,80.36,3.1079999999999997,4338596,NYSE Arca,NYSE
CRH,CRH PLC American Depositary Shares,29271119900.0,Basic Materials,Building Materials,0.888173,37.32,0.912858,335943,New York Stock Exchange,NYSE
CHT,Chunghwa Telecom Co. Ltd.,29267853300.0,Communication Services,Telecom Services,-0.013032,37.51,2.86165,158301,New York Stock Exchange,NYSE
HBANN,Huntington Bancshares Incorporated Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock,29201635300.0,Financial Services,Banks,0.067922,26.79,1.468,3326,Nasdaq Global Select,NASDAQ
VFC,VF Corp,29157435400.0,Consumer Cyclical,Apparel Manufacturing,1.23744,74.83,1.92,2167549,New York Stock Exchange,NYSE
KMI,Kinder Morgan Inc,28928041000.0,Energy,Oil & Gas Midstream,0.99181,12.78,1.0125,13156556,New York Stock Exchange,NYSE
ADM,Archer-Daniels-Midland Co,28821407700.0,Consumer Defensive,Farm Products,0.90057,51.87,1.42,2825473,New York Stock Exchange,NYSE
ALL,Allstate Corp,28498835500.0,Financial Services,Insurance Property & Casualty,0.70695,91.25,2.04,1899680,New York Stock Exchange,NYSE
MFC,Manulife Financial Corp,28393793500.0,Financial Services,Insurance Life,1.15088,14.62,1.09,2006624,New York Stock Exchange,NYSE
AIG,American International Group Inc,27893233700.0,Financial Services,Insurance Diversified,1.38331,32.38,1.28,6701824,New York Stock Exchange,NYSE
EBAYL,eBay Inc. 6.0% Notes Due 2056,27528960000.0,Consumer Cyclical,Retail Apparel & Specialty,0.113591,25.68,1.5,59767,Nasdaq Global Select,NASDAQ
LYG,Lloyds Banking Group Plc American Depositary Shares,27404537900.0,Financial Services,Banks,0.724859,1.51,0.15994,6182621,New York Stock Exchange,NYSE
ED,Consolidated Edison Inc,27294953500.0,Utilities,Utilities Regulated Electric,0.17428,81.6,3.01,2174224,New York Stock Exchange,NYSE
PRU,Prudential Financial Inc,27148351500.0,Financial Services,Insurance Life,1.71967,68.73,4.2,2201550,New York Stock Exchange,NYSE
GLW,Corning Inc,27088754700.0,Technology,Electronic Components,1.15015,35.56,0.84,4597095,New York Stock Exchange,NYSE
AFL,Aflac Inc,26983718900.0,Financial Services,Insurance Life,0.78977,37.85,1.1,3453056,New York Stock Exchange,NYSE
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,26940821500.0,,,0.091921,26.955,0.988,26092,New York Stock Exchange,NYSE
E,ENI S.p.A.,26774800400.0,Energy,Oil & Gas Integrated,0.835076,15.2,1.909342,363638,New York Stock Exchange,NYSE
CLX,Clorox Co,26611030000.0,Consumer Defensive,Household & Personal Products,0.238,211.14,4.24,1383261,New York Stock Exchange,NYSE
CHA,China Telecom Corp Ltd ADS,26397087700.0,Communication Services,Telecom Services,0.901045,32.77,1.612,66096,New York Stock Exchange,NYSE
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,26346135600.0,,,0.153271,26.36,1.312,41623,New York Stock Exchange,NYSE
HPQ,HP Inc,26261321700.0,Technology,Computer Hardware,0.97327,19.12,0.7,10033101,New York Stock Exchange,NYSE
